cluster_id,caseName,us_cite,volume,scdb_id,dateFiled,bucket,reason
8403411,Craig v. Radford,16 U.S. 594,16,,1818-03-12,KEEP,vol>=5 (Cranch/Wheaton)
8403412,Ross v. Triplett,16 U.S. 600,16,,1818-03-12,KEEP,vol>=5 (Cranch/Wheaton)
85248,The Neptune,16 U.S. 277,16,,1818-03-13,KEEP,vol>=5 (Cranch/Wheaton)
85249,United States v. Palmer,16 U.S. 281,16,,1818-03-14,KEEP,vol>=5 (Cranch/Wheaton)
8403414,United States v. Palmer,16 U.S. 610,16,,1818-03-14,KEEP,vol>=5 (Cranch/Wheaton)
85235,The Atlanta.— Foussat,16 U.S. 409,16,1818-026,1818-03-18,KEEP,has scdb_id
85236,Houston v. Moore,16 U.S. 433,16,1818-025,1818-03-18,KEEP,has scdb_id
85237,The Anne,16 U.S. 201,16,,1818-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85238,Brown v. Jackson,16 U.S. 449,16,1818-028,1818-03-18,KEEP,has scdb_id
85239,Evans v. Eaton,16 U.S. 210,16,,1818-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85240,Lenox v. Prout,16 U.S. 240,16,,1818-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85241,Burton's Lessee v. Williams,16 U.S. 529,16,1818-032,1818-03-18,KEEP,has scdb_id
85242,Murray's Lessee v. Baker,16 U.S. 541,16,1818-033,1818-03-18,KEEP,has scdb_id
85245,Cameron v. McRoberts,16 U.S. 272,16,,1818-03-18,KEEP,vol>=5 (Cranch/Wheaton)
8403410,Cameron v. M'Roberts,16 U.S. 591,16,,1818-07-01,KEEP,vol>=5 (Cranch/Wheaton)
8403413,The Neptune,16 U.S. 601,16,,1818-07-01,KEEP,vol>=5 (Cranch/Wheaton)
85255,The Experiment,17 U.S. 84,17,1819-001,1819-02-01,KEEP,has scdb_id
85256,Weightman v. Caldwell,17 U.S. 53,17,,1819-02-10,KEEP,vol>=5 (Cranch/Wheaton)
85252,Evans v. Phillips,17 U.S. 48,17,,1819-02-11,KEEP,vol>=5 (Cranch/Wheaton)
85257,The Sybil,17 U.S. 59,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726649,The Divina Pastora,17 U.S. 52,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726651,Evans v. Phillips,17 U.S. 73,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726654,Van Ness v. Buel,17 U.S. 74,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726657,Weightman v. Caldwell,17 U.S. 85,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726658,The Sybil,17 U.S. 98,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726660,The Caledonian,17 U.S. 100,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726662,The Friendschaft,17 U.S. 105,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726664,United States v. Howland,17 U.S. 108,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726666,Sturges v. Crowninshield,17 U.S. 122,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726669,M'Millan v. M'Neill,17 U.S. 209,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726673,Eliason v. Henshaw,17 U.S. 225,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726675,Bank of Columbia v. Okely,17 U.S. 235,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726678,United States v. Rice,17 U.S. 246,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726679,Brown v. Gilman,17 U.S. 255,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726683,Miller v. Nicholls,17 U.S. 311,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726687,The General Smith,17 U.S. 438,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726689,M'Iver's Lessee v. Walker,17 U.S. 444,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726692,Orr v. Hodgson,17 U.S. 453,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726696,Astor v. Wells,17 U.S. 466,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726698,M'Arthur v. Browder,17 U.S. 488,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726700,Wheaton v. Sexton's Lessee,17 U.S. 503,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726707,Trustees of Dartmouth College v. Woodward,17 U.S. 518,17,,1819-02-15,KEEP,vol>=5 (Cranch/Wheaton)
85258,The Caledonian,17 U.S. 60,17,,1819-02-16,KEEP,vol>=5 (Cranch/Wheaton)
85259,The Langdon Cheves: Lamb,17 U.S. 103,17,1819-010,1819-02-16,KEEP,has scdb_id
85261,United States v. Howland,17 U.S. 64,17,,1819-02-17,KEEP,vol>=5 (Cranch/Wheaton)
85262,Sturges v. Crowninshield,17 U.S. 70,17,,1819-02-17,KEEP,vol>=5 (Cranch/Wheaton)
85250,Trustees of the Philadelphia Baptist Ass'n v. Hart's Executors,17 U.S. 1,17,1819-002,1819-02-18,KEEP,has scdb_id
85251,The Divina Pastora,17 U.S. 37,17,,1819-02-18,KEEP,vol>=5 (Cranch/Wheaton)
85253,Van Ness v. Buel,17 U.S. 48,17,,1819-02-18,KEEP,vol>=5 (Cranch/Wheaton)
85254,Williams v. Peyton's Lessee,17 U.S. 77,17,1819-005,1819-02-18,KEEP,has scdb_id
85264,Barr v. Gratz's Heirs,17 U.S. 213,17,1819-013,1819-02-19,KEEP,has scdb_id
85263,M'millan v. M'neill,17 U.S. 209,17,1819-014,1819-02-20,KEEP,has scdb_id
85265,Eliason v. Henshaw,17 U.S. 118,17,,1819-02-20,KEEP,vol>=5 (Cranch/Wheaton)
85266,Somerville's Executors v. Hamilton,17 U.S. 230,17,1819-016,1819-02-20,KEEP,has scdb_id
85267,Bank of Columbia v. Okely,17 U.S. 122,17,1819-012,1819-02-22,KEEP,has scdb_id
85268,United States v. Rice,17 U.S. 128,17,,1819-02-22,KEEP,vol>=5 (Cranch/Wheaton)
85269,Brown v. Gilman,17 U.S. 132,17,,1819-02-24,KEEP,vol>=5 (Cranch/Wheaton)
85260,The Friendschaft: Moreira,17 U.S. 105,17,1819-020,1819-02-25,KEEP,has scdb_id
85282,Dartmouth College v. Woodward,17 U.S. 250,17,,1819-02-25,KEEP,vol>=5 (Cranch/Wheaton)
1320585,McCulloch v. Maryland,17 U.S. 159,17,,1819-03-06,KEEP,vol>=5 (Cranch/Wheaton)
85273,The General Smith,17 U.S. 214,17,,1819-03-10,KEEP,vol>=5 (Cranch/Wheaton)
85275,Orr v. Hodgson,17 U.S. 221,17,,1819-03-10,KEEP,vol>=5 (Cranch/Wheaton)
85274,McIver Lessee v. Walker,17 U.S. 444,17,1819-028,1819-03-11,KEEP,has scdb_id
85277,McArthur v. Browder,17 U.S. 237,17,,1819-03-12,KEEP,vol>=5 (Cranch/Wheaton)
85278,The Neustra Senora De La Caridad: Bages,17 U.S. 497,17,1819-030,1819-03-12,KEEP,has scdb_id
85279,Wheaton v. Sexton,17 U.S. 243,17,,1819-03-12,KEEP,vol>=5 (Cranch/Wheaton)
85280,Sergeant's Lessee v. Biddle,17 U.S. 508,17,1819-032,1819-03-12,KEEP,has scdb_id
85281,Boyd's Lessee v. Graves,17 U.S. 513,17,1819-033,1819-03-12,KEEP,has scdb_id
85270,"The Estrella: Hernandez, 1",17 U.S. 298,17,1819-022,1819-03-18,KEEP,has scdb_id
85271,"Miller, for the Use of the United States v. Nicholls",17 U.S. 311,17,1819-025,1819-03-18,KEEP,has scdb_id
85272,M'culloch v. State of Maryland,17 U.S. 316,17,1819-023,1819-03-18,KEEP,has scdb_id
85276,Astor v. Wells,17 U.S. 466,17,1819-024,1819-03-18,KEEP,has scdb_id
85285,McClung v. Ross,18 U.S. 54,18,,1820-02-14,KEEP,vol>=5 (Cranch/Wheaton)
6726714,M'Clung v. Ross,18 U.S. 116,18,,1820-02-14,KEEP,vol>=5 (Cranch/Wheaton)
85283,Houston v. Moore,18 U.S. 1,18,1820-002,1820-02-16,KEEP,has scdb_id
85284,United States v. Wiltberger,18 U.S. 35,18,,1820-02-18,KEEP,vol>=5 (Cranch/Wheaton)
6726712,United States v. Wiltberger,18 U.S. 76,18,,1820-02-18,KEEP,vol>=5 (Cranch/Wheaton)
85286,"The Venus, Jademerowsky",18 U.S. 127,18,1820-004,1820-02-21,KEEP,has scdb_id
85288,United States v. Klintock,18 U.S. 144,18,,1820-02-24,KEEP,vol>=5 (Cranch/Wheaton)
85289,United States v. Smith,18 U.S. 71,18,,1820-02-25,KEEP,vol>=5 (Cranch/Wheaton)
6726722,United States v. Smith,18 U.S. 153,18,,1820-02-25,KEEP,vol>=5 (Cranch/Wheaton)
85287,The London Packet.— Merino,18 U.S. 132,18,1820-007,1820-02-29,KEEP,has scdb_id
1087976,United States v. Furlong,18 U.S. 86,18,,1820-03-01,KEEP,vol>=5 (Cranch/Wheaton)
6726729,Stevenson's Heirs v. Sullivant,18 U.S. 207,18,,1820-03-04,KEEP,vol>=5 (Cranch/Wheaton)
6726733,Perkins v. Ramsey,18 U.S. 269,18,,1820-03-06,KEEP,vol>=5 (Cranch/Wheaton)
6726735,Mandeville v. Welch,18 U.S. 277,18,,1820-03-07,KEEP,vol>=5 (Cranch/Wheaton)
6726736,Wallace v. Anderson,18 U.S. 291,18,,1820-03-08,KEEP,vol>=5 (Cranch/Wheaton)
85297,Loughborough v. Blake,18 U.S. 146,18,,1820-03-10,KEEP,vol>=5 (Cranch/Wheaton)
6726739,Loughborough v. Blake,18 U.S. 317,18,,1820-03-10,KEEP,vol>=5 (Cranch/Wheaton)
85298,MECHANICS'BANK v. Bank of Columbia,18 U.S. 150,18,,1820-03-13,KEEP,vol>=5 (Cranch/Wheaton)
85299,The Josefa Segunda,18 U.S. 156,18,,1820-03-13,KEEP,vol>=5 (Cranch/Wheaton)
85300,Blake v. Doherty,18 U.S. 165,18,,1820-03-13,KEEP,vol>=5 (Cranch/Wheaton)
6726740,Mechanics' Bank v. Bank of Columbia,18 U.S. 326,18,,1820-03-13,KEEP,vol>=5 (Cranch/Wheaton)
6726743,Blake v. Doherty,18 U.S. 359,18,,1820-03-13,KEEP,vol>=5 (Cranch/Wheaton)
85301,Handly's Lessee v. Anthony,18 U.S. 374,18,1820-019,1820-03-14,KEEP,has scdb_id
85302,"La Amistad De Rues.-Almiral, Libellant",18 U.S. 385,18,1820-020,1820-03-14,KEEP,has scdb_id
6726741,The Josefa Segunda,18 U.S. 338,18,,1820-03-14,KEEP,vol>=5 (Cranch/Wheaton)
85303,Lyle v. Rodgers,18 U.S. 181,18,,1820-03-15,KEEP,vol>=5 (Cranch/Wheaton)
85304,United States v. Holmes,18 U.S. 189,18,,1820-03-15,KEEP,vol>=5 (Cranch/Wheaton)
6726748,Lyle v. Rodgers,18 U.S. 394,18,,1820-03-15,KEEP,vol>=5 (Cranch/Wheaton)
6726750,United States v. Holmes,18 U.S. 412,18,,1820-03-15,KEEP,vol>=5 (Cranch/Wheaton)
85305,Owings v. Speed,18 U.S. 192,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
85306,Conn v. Penn,18 U.S. 194,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
85309,United States v. Lancaster,18 U.S. 198,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
6726751,Owings v. Speed,18 U.S. 420,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
6726753,Conn v. Penn,18 U.S. 424,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
6726755,Campbell v. Pratt,18 U.S. 429,18,,1820-03-16,KEEP,vol>=5 (Cranch/Wheaton)
85307,Campbell v. Pratt,18 U.S. 196,18,,1820-03-17,KEEP,vol>=5 (Cranch/Wheaton)
85308,The Atalanta.— Faussat,18 U.S. 433,18,1820-027,1820-03-17,KEEP,has scdb_id
6726757,United States v. Lancaster,18 U.S. 434,18,,1820-03-17,KEEP,vol>=5 (Cranch/Wheaton)
85290,United States v. Furlong,18 U.S. 184,18,1820-008,1820-03-18,KEEP,has scdb_id
85291,Stevenson's Heirs v. Sullivant,18 U.S. 207,18,1820-009,1820-03-18,KEEP,has scdb_id
85292,Perkins v. Ramsey,18 U.S. 124,18,,1820-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85293,Mandeville v. Welch,18 U.S. 128,18,,1820-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85294,Wallace v. Anderson,18 U.S. 134,18,,1820-03-18,KEEP,vol>=5 (Cranch/Wheaton)
85295,Polk's Lessee v. Wendell,18 U.S. 293,18,1820-013,1820-03-18,KEEP,has scdb_id
85296,Marshall v. P. R. Beverley,18 U.S. 313,18,1820-014,1820-03-18,KEEP,has scdb_id
